observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,Drought,season,AwnLength(WIPO:0000273),AwnLength(WIPO:0000273).date,AwnRoughness(WIPO:0000274),AwnRoughness(WIPO:0000274).date,FruitingEfficiency(WIPO:0000277),FruitingEfficiency(WIPO:0000277).date,GrainWeight(CO_321:1000177),GrainWeight(CO_321:1000177).date,Heading(CO_321:1000036),Heading(CO_321:1000036).date,Height(CO_321:1000218),Height(CO_321:1000218).date,PeduncleLength(WIPO:0000278),PeduncleLength(WIPO:0000278).date,PlantEstablishment(WIPO:0000272),PlantEstablishment(WIPO:0000272).date,SpikeLength(CO_321:1000079),SpikeLength(CO_321:1000079).date
ww-291BLOCK7PLOT46,3032875,WW5,Wheat_Winter_TUR,22416,https://doi.org/10.15454/HOLGPS,CH73052,VIRTUAL_TRIAL,,,,,10,26,,Rainfed,2015,,,,,"0,752688172",,"33,3333333333",,42155,2015-05-31T02:00:00Z,"89,5",,19,,2,2014-11-12T01:00:00Z,"5,7",
ww-291BLOCK7PLOT34,3033479,WW5,Wheat_Winter_TUR,22416,https://doi.org/10.15454/HOLGPS,CH73052,VIRTUAL_TRIAL,,,,,12,24,,Irrigated,2015,,,,,"0,7619961612",,"30,8949416342",,196,2015-05-27T02:00:00Z,"73,5",,12,,1,,"6,1",
ww-291BLOCK9PLOT6,3033681,WW5,Wheat_Winter_TUR,22416,https://doi.org/10.15454/HOLGPS,CH73052,VIRTUAL_TRIAL,,,,,4,39,,Irrigated,2015,,,,,"0,7181942544",,"30,701754386",,197,2015-05-28T02:00:00Z,75,,"17,5",,1,,"5,2",
ww-478BLOCK7PLOT35,3032850,WW5,Wheat_Winter_TUR,22433,https://doi.org/10.15454/G8Z8KG,CHANATE,VIRTUAL_TRIAL,,,,,13,24,,Rainfed,2015,,,,,,,,,42145,2015-05-21T02:00:00Z,74,,23,,2,2014-11-12T01:00:00Z,,
ww-478BLOCK1PLOT65,3033277,WW5,Wheat_Winter_TUR,22433,https://doi.org/10.15454/G8Z8KG,CHANATE,VIRTUAL_TRIAL,,,,,6,10,,Irrigated,2015,,,,,,,,,,,55,,22,,2,,,
ww-135BLOCK9PLOT38,3033118,WW5,Wheat_Winter_TUR,22488,https://doi.org/10.15454/ZTJ57P,COLORBEN-4,VIRTUAL_TRIAL,,,,,1,44,,Rainfed,2015,"4,5",,"2,3",,"0,7533460803",,"45,2873563218",,42152,2015-05-28T02:00:00Z,"64,5",,14,,2,2014-11-12T01:00:00Z,"6,875",
ww-135BLOCK2PLOT24,3032689,WW5,Wheat_Winter_TUR,22488,https://doi.org/10.15454/ZTJ57P,COLORBEN-4,VIRTUAL_TRIAL,,,,,6,13,,Rainfed,2015,"4,3",,"2,3",,"0,7952286282",,"48,4848484848",,42146,2015-05-24T02:00:00Z,86,,34,,2,2014-11-12T01:00:00Z,"8,2",
ww-135BLOCK3PLOT52,3033511,WW5,Wheat_Winter_TUR,22488,https://doi.org/10.15454/ZTJ57P,COLORBEN-4,VIRTUAL_TRIAL,,,,,2,27,,Irrigated,2015,"3,85",,"2,3",,"0,767200754",,"35,859030837",,194,2015-05-25T02:00:00Z,65,,26,,1,,"9,4",
ww-292BLOCK2PLOT62,3032770,WW5,Wheat_Winter_TUR,22557,https://doi.org/10.15454/CRDX6C,DAERAAD,VIRTUAL_TRIAL,,,,,3,19,,Rainfed,2015,"0,5",,1,,"0,7081339713",,"41,1111111111",,42142,2015-05-20T02:00:00Z,110,,38,,2,2014-11-12T01:00:00Z,"7,2",
ww-292BLOCK6PLOT63,3033408,WW5,Wheat_Winter_TUR,22557,https://doi.org/10.15454/CRDX6C,DAERAAD,VIRTUAL_TRIAL,,,,,11,19,,Irrigated,2015,,,1,,"0,7520576132",,"39,0909090909",,186,2015-05-17T02:00:00Z,97,,36,,1,,"8,4",
ww-292BLOCK9PLOT22,3033711,WW5,Wheat_Winter_TUR,22557,https://doi.org/10.15454/CRDX6C,DAERAAD,VIRTUAL_TRIAL,,,,,6,41,,Irrigated,2015,,,,,"0,7415630551",,"42,8205128205",,193,2015-05-24T02:00:00Z,90,,"31,5",,2,,9,
ww-343BLOCK2PLOT5,3032656,WW5,Wheat_Winter_TUR,22523,https://doi.org/10.15454/QRKTSJ,COTIPORA,VIRTUAL_TRIAL,,,,,1,11,,Rainfed,2015,"4,25",,"1,2",,"0,5870503597",,"37,0909090909",,42149,2015-05-27T02:00:00Z,96,,35,,2,2014-11-12T01:00:00Z,"8,8",
ww-343BLOCK2PLOT54,3033384,WW5,Wheat_Winter_TUR,22523,https://doi.org/10.15454/QRKTSJ,COTIPORA,VIRTUAL_TRIAL,,,,,1,18,,Irrigated,2015,"3,4",,"1,2",,"0,6114413076",,"39,5673076923",,195,2015-05-26T02:00:00Z,88,,30,,1,,"12,1",
ww-352BLOCK8PLOT18,3032948,WW5,Wheat_Winter_TUR,22694,https://doi.org/10.15454/23R9WU,DRAVA,VIRTUAL_TRIAL,,,,,13,31,,Rainfed,2015,,,,,,,,,42147,2015-05-24T02:00:00Z,74,,34,,1,2014-11-12T01:00:00Z,,
ww-352BLOCK9PLOT25,3033091,WW5,Wheat_Winter_TUR,22694,https://doi.org/10.15454/23R9WU,DRAVA,VIRTUAL_TRIAL,,,,,2,42,,Rainfed,2015,"0,5",,1,,"0,7674796748",,"44,5283018868",,42148,2015-05-26T02:00:00Z,84,,29,,2,2014-11-12T01:00:00Z,"7,1",
ww-352BLOCK6PLOT32,3033341,WW5,Wheat_Winter_TUR,22694,https://doi.org/10.15454/23R9WU,DRAVA,VIRTUAL_TRIAL,,,,,14,14,,Irrigated,,,,,,,,,,,,,,,,,,,
ww-294BLOCK8PLOT1,3032915,WW5,Wheat_Winter_TUR,22742,https://doi.org/10.15454/PYWJ4M,EMU'S',VIRTUAL_TRIAL,,,,,8,29,,Rainfed,2015,4,,"2,3",,"0,7204391892",,"51,3855421687",,42147,2015-05-24T02:00:00Z,"87,5",,34,,2,2014-11-12T01:00:00Z,"8,2",
ww-294BLOCK7PLOT2,3033419,WW5,Wheat_Winter_TUR,22742,https://doi.org/10.15454/PYWJ4M,EMU'S',VIRTUAL_TRIAL,,,,,8,20,,Irrigated,2015,"4,15",,"2,3",,"0,710907704",,"40,8771929825",,197,2015-05-28T02:00:00Z,64,,"22,5",,1,,"8,8",
ww-353BLOCK7PLOT27,3032835,WW5,Wheat_Winter_TUR,22718,https://doi.org/10.15454/WCQUKD,EBRO,VIRTUAL_TRIAL,,,,,12,23,,Rainfed,2015,"4,4",,"2,3",,"0,5722100656",,"39,6212121212",,42152,2015-05-30T02:00:00Z,132,,26,,2,2014-11-12T01:00:00Z,"9,5",
ww-353BLOCK2PLOT29,3033331,WW5,Wheat_Winter_TUR,22718,https://doi.org/10.15454/WCQUKD,EBRO,VIRTUAL_TRIAL,,,,,4,14,,Irrigated,2015,4,,"2,3",,"0,6666666667",,"47,3643410853",,196,2015-05-27T02:00:00Z,113,,29,,1,,"12,4",
ww-354BLOCK5PLOT42,3032599,WW5,Wheat_Winter_TUR,22766,https://doi.org/10.15454/PZIKBQ,ESTANZUELA-DORADO,VIRTUAL_TRIAL,,,,,14,6,,Rainfed,2015,,,"2,3",,"0,6092089728",,"46,0714285714",,190,2015-05-21T02:00:00Z,101,,33,,2,2014-11-12T01:00:00Z,"8,2",
ww-354BLOCK2PLOT51,3033374,WW5,Wheat_Winter_TUR,22766,https://doi.org/10.15454/PZIKBQ,ESTANZUELA-DORADO,VIRTUAL_TRIAL,,,,,5,17,,Irrigated,2015,"5,8",,"1,2",,"0,7239215686",,"48,0729166667",,191,2015-05-22T02:00:00Z,"94,5",,34,,2,,9,
ww-091BLOCK7PLOT29,3032837,WW5,Wheat_Winter_TUR,22884,https://doi.org/10.15454/1XTX2J,FULCASTER,VIRTUAL_TRIAL,,,,,14,23,,Rainfed,2015,,,"1,2",,,,,,42153,2015-05-31T02:00:00Z,101,,28,,2,2014-11-12T01:00:00Z,"8,4",
ww-091BLOCK7PLOT58,3033531,WW5,Wheat_Winter_TUR,22884,https://doi.org/10.15454/1XTX2J,FULCASTER,VIRTUAL_TRIAL,,,,,8,28,,Irrigated,2015,"3,35",,"2,3",,"0,6795252226",,"32,5592417062",,186,2015-05-17T02:00:00Z,"112,5",,"30,5",,1,,"10,2",
ww-295BLOCK6PLOT11,3032669,WW5,Wheat_Winter_TUR,22974,https://doi.org/10.15454/4PTGLO,GLENLEA,VIRTUAL_TRIAL,,,,,14,11,,Rainfed,2015,,,"1,2",,"0,7575757576",,"45,7142857143",,42144,2015-05-22T02:00:00Z,"101,5",,19,,2,2014-11-12T01:00:00Z,"9,7",
ww-295BLOCK3PLOT38,3033483,WW5,Wheat_Winter_TUR,22974,https://doi.org/10.15454/4PTGLO,GLENLEA,VIRTUAL_TRIAL,,,,,2,25,,Irrigated,2015,,,,,"0,753344968",,"47,4358974359",,192,2015-05-23T02:00:00Z,"94,5",,26,,1,,"12,1",
ww-295BLOCK9PLOT50,3033767,WW5,Wheat_Winter_TUR,22974,https://doi.org/10.15454/4PTGLO,GLENLEA,VIRTUAL_TRIAL,,,,,6,45,,Irrigated,2015,,,,,"0,7071352503",,"50,303030303",,191,2015-05-22T02:00:00Z,97,,27,,1,,"11,5",
ww-361BLOCK5PLOT15,3032551,WW5,Wheat_Winter_TUR,22917,https://doi.org/10.15454/IA7YLR,GAMENYA,VIRTUAL_TRIAL,,,,,8,3,,Rainfed,2015,"0,5",,1,,"0,7829747428",,"42,9230769231",,193,2015-05-24T02:00:00Z,104,,24,,2,2014-11-12T01:00:00Z,"7,9",
ww-361BLOCK7PLOT57,3033523,WW5,Wheat_Winter_TUR,22917,https://doi.org/10.15454/IA7YLR,GAMENYA,VIRTUAL_TRIAL,,,,,14,27,,Irrigated,2015,4,,"2,3",,"0,8846529814",,"43,4052757794",,186,2015-05-17T02:00:00Z,"74,5",,17,,1,,"8,5",
ww-482BLOCK10PLOT12,3033071,WW5,Wheat_Winter_TUR,22947,https://doi.org/10.15454/JQK0L3,GHURKA,VIRTUAL_TRIAL,,,,,10,40,,Rainfed,2015,,,,,"0,7552447552",,"46,7027027027",,42148,2015-05-26T02:00:00Z,"98,5",,31,,2,2014-11-12T01:00:00Z,"6,4",
ww-482BLOCK2PLOT22,3032687,WW5,Wheat_Winter_TUR,22947,https://doi.org/10.15454/JQK0L3,GHURKA,VIRTUAL_TRIAL,,,,,4,13,,Rainfed,2015,,,,,"0,6809309309",,"38,4322033898",,42148,2015-05-26T02:00:00Z,"96,5",,25,,2,2014-11-12T01:00:00Z,"9,9",
ww-482BLOCK1PLOT36,3033216,WW5,Wheat_Winter_TUR,22947,https://doi.org/10.15454/JQK0L3,GHURKA,VIRTUAL_TRIAL,,,,,1,6,,Irrigated,2015,,,,,"0,7441581786",,"44,5161290323",,193,2015-05-24T02:00:00Z,"83,5",,14,,2,,"9,1",
ww-367BLOCK5PLOT12,3032541,WW5,Wheat_Winter_TUR,23022,https://doi.org/10.15454/J55HZ7,H742A,VIRTUAL_TRIAL,,,,,12,2,,Rainfed,2015,"2,5",,"2,3",,"0,6101973684",,"34,6728971963",,193,2015-05-24T02:00:00Z,50,,21,,1,2014-11-12T01:00:00Z,"7,9",
ww-367BLOCK6PLOT52,3033382,WW5,Wheat_Winter_TUR,23022,https://doi.org/10.15454/J55HZ7,H742A,VIRTUAL_TRIAL,,,,,13,17,,Irrigated,2015,,,"1,2",,"0,6076487252",,"24,6551724138",,188,2015-05-19T02:00:00Z,50,,16,,1,,"9,8",
ww-368BLOCK9PLOT1,3033034,WW5,Wheat_Winter_TUR,23026,https://doi.org/10.15454/FSWMWQ,H93-70,VIRTUAL_TRIAL,,,,,1,38,,Rainfed,2015,5,,"2,3",,"0,6774758983",,"46,2874251497",,42150,2015-05-28T02:00:00Z,109,,33,,2,2014-11-12T01:00:00Z,"10,625",
ww-368BLOCK4PLOT28,3032965,WW5,Wheat_Winter_TUR,23026,https://doi.org/10.15454/FSWMWQ,H93-70,VIRTUAL_TRIAL,,,,,2,33,,Rainfed,2015,"4,7",,"2,3",,"0,8600451467",,"51,8367346939",,42151,2015-05-28T02:00:00Z,"48,5",,22,,1,2014-11-12T01:00:00Z,"9,6",
ww-368BLOCK3PLOT17,3033441,WW5,Wheat_Winter_TUR,23026,https://doi.org/10.15454/FSWMWQ,H93-70,VIRTUAL_TRIAL,,,,,2,22,,Irrigated,2015,"4,9",,"2,3",,"0,780605227",,50,,196,2015-05-27T02:00:00Z,105,,40,,2,,12,
ww-310BLOCK5PLOT49,3032613,WW5,Wheat_Winter_TUR,21593,https://doi.org/10.15454/UQD6B8,CH01193,VIRTUAL_TRIAL,,,,,14,7,,Rainfed,2015,,,"1,2",,"0,7111681643",,"22,4291497976",,42155,2015-05-31T02:00:00Z,90,,20,,1,2014-11-12T01:00:00Z,"9,4",
ww-310BLOCK7PLOT19,3033450,WW5,Wheat_Winter_TUR,21593,https://doi.org/10.15454/UQD6B8,CH01193,VIRTUAL_TRIAL,,,,,11,22,,Irrigated,2015,,,1,,"0,7202185792",,"24,4981412639",,196,2015-05-27T02:00:00Z,"92,5",,"31,5",,2,,"10,7",
ww-371BLOCK2PLOT56,3032756,WW5,Wheat_Winter_TUR,23139,https://doi.org/10.15454/NBGXZY,IAS 1,VIRTUAL_TRIAL,,,,,3,18,,Rainfed,2015,"3,2",,"2,3",,"0,6464237517",,"34,7101449275",,42146,2015-05-24T02:00:00Z,"106,5",,36,,2,2014-11-12T01:00:00Z,"8,2",
ww-371BLOCK2PLOT13,3033301,WW5,Wheat_Winter_TUR,23139,https://doi.org/10.15454/NBGXZY,IAS 1,VIRTUAL_TRIAL,,,,,2,12,,Irrigated,2015,"3,8",,"2,3",,"0,689279732",,"38,4579439252",,192,2015-05-23T02:00:00Z,"108,5",,"30,5",,1,,"9,5",
ww-373BLOCK8PLOT31,3032975,WW5,Wheat_Winter_TUR,23187,https://doi.org/10.15454/OCURBG,JASZAJI TF,VIRTUAL_TRIAL,,,,,12,33,,Rainfed,2015,"4,375",,"2,3",,"0,7514060742",,"43,660130719",,42149,2015-05-26T02:00:00Z,"117,5",,18,,2,2014-11-12T01:00:00Z,"9,875",
ww-373BLOCK7PLOT37,3033489,WW5,Wheat_Winter_TUR,23187,https://doi.org/10.15454/OCURBG,JASZAJI TF,VIRTUAL_TRIAL,,,,,8,25,,Irrigated,2015,"3,65",,"2,3",,"0,6759082218",,"44,746835443",,196,2015-05-27T02:00:00Z,"122,5",,42,,2,,"10,9",
ww-379BLOCK10PLOT35,3033115,WW5,Wheat_Winter_TUR,23315,https://doi.org/10.15454/HTHZMP,KRAKA,VIRTUAL_TRIAL,,,,,12,43,,Rainfed,2015,,,,,"0,6850393701",,"32,2222222222",,42157,2015-06-02T02:00:00Z,"78,5",,27,,2,2014-11-12T01:00:00Z,"8,3",
ww-379BLOCK2PLOT33,3032712,WW5,Wheat_Winter_TUR,23315,https://doi.org/10.15454/HTHZMP,KRAKA,VIRTUAL_TRIAL,,,,,1,15,,Rainfed,2015,"0,5",,1,,"0,7585563161",,"35,7478005865",,42156,2015-06-03T02:00:00Z,"88,5",,27,,2,2014-11-12T01:00:00Z,"9,7",
ww-379BLOCK4PLOT64,3033668,WW5,Wheat_Winter_TUR,23315,https://doi.org/10.15454/HTHZMP,KRAKA,VIRTUAL_TRIAL,,,,,5,38,,Irrigated,2015,,,,,"0,7616077616",,"36,0327868852",,197,2015-05-28T02:00:00Z,"80,5",,"21,5",,1,,11,
ww-381BLOCK9PLOT4,3033049,WW5,Wheat_Winter_TUR,23368,https://doi.org/10.15454/EDVXBW,LESCZYNSKA WEZESNA,VIRTUAL_TRIAL,,,,,2,39,,Rainfed,2015,"0,5",,1,,"0,6691919192",,"28,8043478261",,42156,2015-06-03T02:00:00Z,"68,5",,31,,1,2014-11-12T01:00:00Z,"9,1",
ww-381BLOCK5PLOT39,3032596,WW5,Wheat_Winter_TUR,23368,https://doi.org/10.15454/EDVXBW,LESCZYNSKA WEZESNA,VIRTUAL_TRIAL,,,,,11,6,,Rainfed,2015,,,,,"0,7457627119",,"33,8461538462",,203,2015-06-03T02:00:00Z,109,,34,,2,2014-11-12T01:00:00Z,"8,5",
ww-381BLOCK8PLOT31,3033605,WW5,Wheat_Winter_TUR,23368,https://doi.org/10.15454/EDVXBW,LESCZYNSKA WEZESNA,VIRTUAL_TRIAL,,,,,12,33,,Irrigated,2015,,,,,"0,7661755285",,"42,8673835125",,196,2015-05-27T02:00:00Z,102,,43,,1,,"11,3",
ww-103BLOCK6PLOT41,3032734,WW5,Wheat_Winter_TUR,23442,https://doi.org/10.15454/XWSKUL,MADO,VIRTUAL_TRIAL,,,,,9,16,,Rainfed,2015,,,,,"0,6486486486",,"41,8604651163",,42157,2015-06-04T02:00:00Z,"89,5",,31,,2,2014-11-12T01:00:00Z,"8,1666666667",
ww-103BLOCK1PLOT23,3033189,WW5,Wheat_Winter_TUR,23442,https://doi.org/10.15454/XWSKUL,MADO,VIRTUAL_TRIAL,,,,,2,4,,Irrigated,2015,,,,,"0,6357446809",,"30,9958506224",,197,2015-05-28T02:00:00Z,83,,21,,2,,9,
ww-384BLOCK9PLOT41,3033121,WW5,Wheat_Winter_TUR,23435,https://doi.org/10.15454/JK4FXK,M708//G25/N163,VIRTUAL_TRIAL,,,,,4,44,,Rainfed,2015,"0,5",,"1,2",,"0,6066945607",,"38,4955752212",,42145,2015-05-21T02:00:00Z,"123,5",,32,,2,2014-11-12T01:00:00Z,"7,6",
ww-384BLOCK1PLOT43,3032600,WW5,Wheat_Winter_TUR,23435,https://doi.org/10.15454/JK4FXK,M708//G25/N163,VIRTUAL_TRIAL,,,,,1,7,,Rainfed,2015,"0,5",,1,,"0,6472303207",,"45,6164383562",,192,2015-05-23T02:00:00Z,"106,5",,12,,2,2014-11-12T01:00:00Z,"8,7",
ww-384BLOCK3PLOT43,3033488,WW5,Wheat_Winter_TUR,23435,https://doi.org/10.15454/JK4FXK,M708//G25/N163,VIRTUAL_TRIAL,,,,,7,25,,Irrigated,2015,,,"1,2",,"0,6439393939",,"46,0843373494",,186,2015-05-17T02:00:00Z,100,,40,,2,,"9,8",
ww-298BLOCK2PLOT10,3032661,WW5,Wheat_Winter_TUR,23571,https://doi.org/10.15454/Q46AA2,MINTURK,VIRTUAL_TRIAL,,,,,6,11,,Rainfed,2015,"4,25",,"2,3",,"0,6504672897",,"33,786407767",,42146,2015-05-24T02:00:00Z,"62,5",,25,,2,2014-11-12T01:00:00Z,"7,2",
ww-298BLOCK5PLOT19,3033185,WW5,Wheat_Winter_TUR,23571,https://doi.org/10.15454/Q46AA2,MINTURK,VIRTUAL_TRIAL,,,,,12,3,,Irrigated,2015,,,1,,"0,791005291",,"42,1126760563",,197,2015-05-28T02:00:00Z,107,,32,,1,,"10,8",
ww-080BLOCK4PLOT52,3033010,WW5,Wheat_Winter_TUR,23570,https://doi.org/10.15454/UTK7TD,MINHARDI,VIRTUAL_TRIAL,,,,,5,36,,Rainfed,2015,"1,375",,1,,"0,6871584699",,"31,049382716",,42157,2015-06-04T02:00:00Z,117,,19,,1,2014-11-12T01:00:00Z,"9,3",
ww-080BLOCK6PLOT47,3033377,WW5,Wheat_Winter_TUR,23570,https://doi.org/10.15454/UTK7TD,MINHARDI,VIRTUAL_TRIAL,,,,,8,17,,Irrigated,2015,,,,,"0,7133479212",,"33,7823834197",,197,2015-05-28T02:00:00Z,114,,40,,2,,"10,9",
ww-080BLOCK10PLOT49,3033773,WW5,Wheat_Winter_TUR,23570,https://doi.org/10.15454/UTK7TD,MINHARDI,VIRTUAL_TRIAL,,,,,12,45,,Irrigated,2015,,,,,"0,7470210816",,"38,995215311",,196,2015-05-27T02:00:00Z,"111,5",,36,,1,,"12,3",
ww-388BLOCK3PLOT48,3032870,WW5,Wheat_Winter_TUR,23517,https://doi.org/10.15454/NNI98M,MATRADERECSKEI TF,VIRTUAL_TRIAL,,,,,5,26,,Rainfed,2015,"4,7",,"2,3",,"0,6656671664",,"38,275862069",,42155,2015-05-31T02:00:00Z,"131,5",,35,,2,2014-11-12T01:00:00Z,"8,7",
ww-388BLOCK1PLOT20,3033179,WW5,Wheat_Winter_TUR,23517,https://doi.org/10.15454/NNI98M,MATRADERECSKEI TF,VIRTUAL_TRIAL,,,,,6,3,,Irrigated,2015,,,"2,3",,"0,5234962406",,"33,5542168675",,195,2015-05-26T02:00:00Z,"92,5",,"43,5",,2,,"8,7",
ww-388BLOCK9PLOT2,3033665,WW5,Wheat_Winter_TUR,23517,https://doi.org/10.15454/NNI98M,MATRADERECSKEI TF,VIRTUAL_TRIAL,,,,,2,38,,Irrigated,2015,"3,1",,"1,2",,"0,7660878447",,"41,8994413408",,197,2015-05-28T02:00:00Z,127,,"34,5",,2,,"10,5",
ww-389BLOCK3PLOT65,3032913,WW5,Wheat_Winter_TUR,23529,https://doi.org/10.15454/CHIBTO,MEDRA/AURORA//HOHENTURM/DINA,VIRTUAL_TRIAL,,,,,6,29,,Rainfed,2015,,,,,"0,6371681416",,"43,4170854271",,42156,2015-06-02T02:00:00Z,"102,5",,21,,2,2014-11-12T01:00:00Z,"10,8",
ww-389BLOCK5PLOT45,3033239,WW5,Wheat_Winter_TUR,23529,https://doi.org/10.15454/CHIBTO,MEDRA/AURORA//HOHENTURM/DINA,VIRTUAL_TRIAL,,,,,10,7,,Irrigated,2015,,,,,"0,7416576964",,"45,780730897",,196,2015-05-27T02:00:00Z,"90,5",,"33,5",,2,,"11,5",
ww-074BLOCK4PLOT17,3032940,WW5,Wheat_Winter_TUR,23728,https://doi.org/10.15454/29REVB,NORIN 16,VIRTUAL_TRIAL,,,,,5,31,,Rainfed,,,,,,,,,,,,,,,,,,,
ww-074BLOCK1PLOT58,3033259,WW5,Wheat_Winter_TUR,23728,https://doi.org/10.15454/29REVB,NORIN 16,VIRTUAL_TRIAL,,,,,2,9,,Irrigated,2015,"3,8",,"1,2",,"0,6851851852",,"41,329787234",,186,2015-05-17T02:00:00Z,"69,5",,"17,5",,2,,"8,7",
ww-074BLOCK10PLOT17,3033713,WW5,Wheat_Winter_TUR,23728,https://doi.org/10.15454/29REVB,NORIN 16,VIRTUAL_TRIAL,,,,,8,41,,Irrigated,2015,"2,55",,"2,3",,"0,7061728395",,"37,1428571429",,197,2015-05-28T02:00:00Z,"72,5",,"23,5",,2,,9,
ww-396BLOCK7PLOT43,3032865,WW5,Wheat_Winter_TUR,23679,https://doi.org/10.15454/QD6CFC,N67M2,VIRTUAL_TRIAL,,,,,14,25,,Rainfed,2015,,,1,,"0,8012533572",,"35,5158730159",,42150,2015-05-26T02:00:00Z,"42,5",,30,,2,2014-11-12T01:00:00Z,"9,2",
ww-396BLOCK3PLOT24,3033455,WW5,Wheat_Winter_TUR,23679,https://doi.org/10.15454/QD6CFC,N67M2,VIRTUAL_TRIAL,,,,,2,23,,Irrigated,2015,"4,3",,"2,3",,"0,6809232858",,"49,4088669951",,193,2015-05-24T02:00:00Z,"41,5",,"12,5",,2,,"12,8",
ww-404BLOCK2PLOT51,3032744,WW5,Wheat_Winter_TUR,23801,https://doi.org/10.15454/SS6CMI,OGOSTA,VIRTUAL_TRIAL,,,,,5,17,,Rainfed,2015,"0,5",,1,,"0,0479456975",,"56,5677966102",,42145,2015-05-23T02:00:00Z,"87,5",,28,,2,2014-11-12T01:00:00Z,"9,4",
ww-404BLOCK8PLOT55,3033657,WW5,Wheat_Winter_TUR,23801,https://doi.org/10.15454/SS6CMI,OGOSTA,VIRTUAL_TRIAL,,,,,8,37,,Irrigated,2015,,,,,"0,7579545455",,"44,1721854305",,196,2015-05-27T02:00:00Z,69,,26,,2,,10,
ww-405BLOCK9PLOT43,3033123,WW5,Wheat_Winter_TUR,23816,https://doi.org/10.15454/RWMPOR,OPAL,VIRTUAL_TRIAL,,,,,6,44,,Rainfed,2015,,,,,"0,8237051793",,"37,4208144796",,42149,2015-05-25T02:00:00Z,"109,5",,30,,2,2014-11-12T01:00:00Z,"8,5",
ww-405BLOCK6PLOT62,3032777,WW5,Wheat_Winter_TUR,23816,https://doi.org/10.15454/RWMPOR,OPAL,VIRTUAL_TRIAL,,,,,10,19,,Rainfed,2015,,,,,"0,6628242075",,"34,8484848485",,42146,2015-05-24T02:00:00Z,"111,5",,27,,2,2014-11-12T01:00:00Z,7,
ww-405BLOCK4PLOT25,3033585,WW5,Wheat_Winter_TUR,23816,https://doi.org/10.15454/RWMPOR,OPAL,VIRTUAL_TRIAL,,,,,6,32,,Irrigated,2015,,,,,,,,,195,2015-05-26T02:00:00Z,80,,29,,1,,,
ww-407BLOCK6PLOT63,3032778,WW5,Wheat_Winter_TUR,23839,https://doi.org/10.15454/OWSJUU,ULYANOVSKAYA,VIRTUAL_TRIAL,,,,,11,19,,Rainfed,2015,"3,85",,"2,3",,"0,696139477",,"35,8333333333",,42155,2015-06-02T02:00:00Z,108,,31,,2,2014-11-12T01:00:00Z,"8,5",
ww-407BLOCK1PLOT49,3033236,WW5,Wheat_Winter_TUR,23839,https://doi.org/10.15454/OWSJUU,ULYANOVSKAYA,VIRTUAL_TRIAL,,,,,7,7,,Irrigated,2015,"3,1",,"2,3",,"0,6691568837",,"31,8274111675",,200,2015-05-31T02:00:00Z,"103,5",,37,,1,,"9,6",
ww-408BLOCK4PLOT48,3033006,WW5,Wheat_Winter_TUR,23842,https://doi.org/10.15454/SZBGLJ,P. DE BROLLON,VIRTUAL_TRIAL,,,,,1,36,,Rainfed,2015,"4,75",,"2,3",,"0,6842696629",,"43,8129496403",,42153,2015-05-31T02:00:00Z,"99,5",,30,,1,2014-11-12T01:00:00Z,"8,2",
ww-408BLOCK2PLOT11,3033292,WW5,Wheat_Winter_TUR,23842,https://doi.org/10.15454/SZBGLJ,P. DE BROLLON,VIRTUAL_TRIAL,,,,,7,11,,Irrigated,2015,"4,3",,"2,3",,"0,6944444444",,"42,6356589147",,196,2015-05-27T02:00:00Z,"96,5",,37,,1,,"9,2",
ww-409BLOCK1PLOT15,3032544,WW5,Wheat_Winter_TUR,23847,https://doi.org/10.15454/OKJJBJ,P4523-80,VIRTUAL_TRIAL,,,,,1,3,,Rainfed,2015,"3,55",,"2,3",,"0,7084870849",,"32,7272727273",,200,2015-05-31T02:00:00Z,"76,5",,14,,2,2014-11-12T01:00:00Z,"7,8",
ww-409BLOCK6PLOT13,3033308,WW5,Wheat_Winter_TUR,23847,https://doi.org/10.15454/OKJJBJ,P4523-80,VIRTUAL_TRIAL,,,,,9,12,,Irrigated,2015,"3,8",,"2,3",,"0,6898179366",,"35,5208333333",,196,2015-05-27T02:00:00Z,"78,5",,19,,1,,"10,4",
ww-409BLOCK10PLOT46,3033770,WW5,Wheat_Winter_TUR,23847,https://doi.org/10.15454/OKJJBJ,P4523-80,VIRTUAL_TRIAL,,,,,9,45,,Irrigated,2015,"3,75",,"2,3",,"0,7142857143",,"31,3775510204",,195,2015-05-26T02:00:00Z,"78,5",,16,,1,,"7,6",
ww-410BLOCK1PLOT38,3032588,WW5,Wheat_Winter_TUR,23879,https://doi.org/10.15454/2LO7HO,PATO,VIRTUAL_TRIAL,,,,,3,6,,Rainfed,2015,"5,1",,"2,3",,"0,6971982759",,"44,6206896552",,193,2015-05-24T02:00:00Z,81,,29,,2,2014-11-12T01:00:00Z,"8,1",
ww-410BLOCK4PLOT24,3033584,WW5,Wheat_Winter_TUR,23879,https://doi.org/10.15454/2LO7HO,PATO,VIRTUAL_TRIAL,,,,,5,32,,Irrigated,2015,"3,6",,"2,3",,"0,6634182909",,"38,4782608696",,187,2015-05-18T02:00:00Z,73,,25,,1,,"9,6",
